file	unit_number	table_or_group	localization_or_lookup_key	source_hash	zh_tw_hash	source_ref	zh_tw_ref	unit_kind	review_touched	glossary_hit	lookup_used	ai_rechecked	result	reason_codes	batch_id	placeholder_status	lookup_status
Main_Modules/NAMES_Talents_Blessings.lua	263	localization_table	loc_talent_adamant_multiple_hits_attack_speed	AC81A46F6AC72EB489E640EA4AE18023E7E0BE65B56193CE38E1085FB45410A9	E79E6080970590867DEA051A88CEA5FE789D42B70F9FE27DF98269EE580AED4D	Main_Modules/NAMES_Talents_Blessings.lua:2565 (official localization fallback table)	Main_Modules/NAMES_Talents_Blessings.lua:2567	localization_table	no	yes	no	yes	KEEP		ED3-NAMES-RECHECK-018	source_missing	none
Main_Modules/NAMES_Talents_Blessings.lua	264	localization_table	loc_talent_adamant_dog_pounces_bleed_nearby	87E128954F627E1C5432210CF5FB6943D0E31474BE1EB657D21CB8A309E51A69	F1B70D28C5358122F566E647C0B9B68363090283AB40987FC5D249DB088407EB	Main_Modules/NAMES_Talents_Blessings.lua:2570 (official localization fallback table)	Main_Modules/NAMES_Talents_Blessings.lua:2572	localization_table	no	yes	no	yes	KEEP		ED3-NAMES-RECHECK-018	source_missing	none
Main_Modules/NAMES_Talents_Blessings.lua	265	localization_table	loc_talent_adamant_close_kills_restore_toughness	7C6F7A982DC9F8052CA42BBA033802A3B186A4BFDD9D6A471B719C7693EB6970	2C5F79DEF51603049E02773118FD6DE7A1492BE5E3E8752FB2CD6DF92CCA15B9	Main_Modules/NAMES_Talents_Blessings.lua:2579 (official localization fallback table)	Main_Modules/NAMES_Talents_Blessings.lua:2581	localization_table	no	yes	no	yes	KEEP		ED3-NAMES-RECHECK-018	source_missing	none
Main_Modules/NAMES_Talents_Blessings.lua	266	localization_table	loc_talent_adamant_stamina_regens_toughness	C5ABC0D3B944498E836A34866D6EB85FB09A88AA3C1681584FF120956D198E4D	C2DD2967134183609DF3D7C32E497A22F1151ABFC857EB21C30D4092DE13A2B9	Main_Modules/NAMES_Talents_Blessings.lua:2596 (official localization fallback table)	Main_Modules/NAMES_Talents_Blessings.lua:2598	localization_table	no	yes	no	yes	KEEP		ED3-NAMES-RECHECK-018	source_missing	none
Main_Modules/NAMES_Talents_Blessings.lua	267	localization_table	loc_talent_adamant_shield_plates	80CC1BBF23A49599005C6BC51552C4BF13A1E37B5AA03406BFF3DCE810B775D5	004B77D89C8CCEEE3DA3A591D4A401DC698B0E2C883EB978D71A88BB2C4AC207	Main_Modules/NAMES_Talents_Blessings.lua:2601 (official localization fallback table)	Main_Modules/NAMES_Talents_Blessings.lua:2603	localization_table	no	yes	no	yes	KEEP		ED3-NAMES-RECHECK-018	source_missing	none
Main_Modules/NAMES_Talents_Blessings.lua	268	localization_table	loc_talent_adamant_armor	E0B09A2B7C883B1A7A50FE9708F345B67E905967DD87AEE1B11C0A4C9791C12D	891CF3D6291952338C62A74694BEC7A6F5243C01B500F7EA6BC1FC9192E71B29	Main_Modules/NAMES_Talents_Blessings.lua:2606 (official localization fallback table)	Main_Modules/NAMES_Talents_Blessings.lua:2608	localization_table	no	yes	no	yes	KEEP		ED3-NAMES-RECHECK-018	source_missing	none
Main_Modules/NAMES_Talents_Blessings.lua	269	localization_table	loc_talent_adamant_dog_attacks_electrocute	06EE5B9EA7926F3D9881223834CFB7B5D847FE0A6554F3BF9960B5AD59136BE8	C8E2F14D3764E8A0DFC9DD92D859EFDE1F1788E9640840CB07BC33023156908C	Main_Modules/NAMES_Talents_Blessings.lua:2611 (official localization fallback table)	Main_Modules/NAMES_Talents_Blessings.lua:2613	localization_table	no	yes	no	yes	KEEP		ED3-NAMES-RECHECK-018	source_missing	none
Main_Modules/NAMES_Talents_Blessings.lua	270	localization_table	loc_talent_adamant_ammo_belt	9B95C9D7FEDF55CF31EE10284FF0BDA5823F27539EF499CA1BED09CE84FA4041	A59BAE5A35BABEAE560CEA30FEDEA12D43B0B16A4DDABB67A492BAE8184A2CDE	Main_Modules/NAMES_Talents_Blessings.lua:2616 (official localization fallback table)	Main_Modules/NAMES_Talents_Blessings.lua:2618	localization_table	no	yes	no	yes	KEEP		ED3-NAMES-RECHECK-018	source_missing	none
Main_Modules/NAMES_Talents_Blessings.lua	271	localization_table	loc_talent_adamant_melee_weakspot_hits_count_as_stagger	8CAE46F8FCEEE9618C193E68979261A3B8CEE074DFD7198ADA6A9A9AC7E5977B	EF790CE9F287505D37321A7B4C58F67933A39CA4B5302F861F8758FA400433A9	Main_Modules/NAMES_Talents_Blessings.lua:2621 (official localization fallback table)	Main_Modules/NAMES_Talents_Blessings.lua:2623	localization_table	no	yes	no	yes	KEEP		ED3-NAMES-RECHECK-019	source_missing	none
Main_Modules/NAMES_Talents_Blessings.lua	272	localization_table	loc_talent_adamant_pinning_dog_kills_buff_allies	C8B65600F34AB679A439DD7FF2E2E63CB63C7850DB031F99B8A0734EA1200844	F19F805428221E4D24C44B47640BB1666225F3CD9EC1E97507889A0DF8A9257A	Main_Modules/NAMES_Talents_Blessings.lua:2626 (official localization fallback table)	Main_Modules/NAMES_Talents_Blessings.lua:2628	localization_table	no	yes	no	yes	KEEP		ED3-NAMES-RECHECK-019	source_missing	none
Main_Modules/NAMES_Talents_Blessings.lua	273	localization_table	loc_talent_adamant_damage_reduction_after_elite_kill	A2D3C8BE67B5989D016EF6BEAFE291419832F69C7A7D43AA0C0301276EB6C9AF	9EF2824CABCC1361BF574DAFB68BB855E567015E52467A7729B9C6B3F8C9571A	Main_Modules/NAMES_Talents_Blessings.lua:2631 (official localization fallback table)	Main_Modules/NAMES_Talents_Blessings.lua:2633	localization_table	no	yes	no	yes	KEEP		ED3-NAMES-RECHECK-019	source_missing	none
Main_Modules/NAMES_Talents_Blessings.lua	274	localization_table	loc_talent_adamant_plasteel_plates	C50B4F36C9DDDE86B11E67FF45BB1083871E902FD9046CF7C12A25E6377AA9DE	C51E05AF50A10AB267EC5F3520E57A2499A626904A3130B29D17D22FCB39AE4B	Main_Modules/NAMES_Talents_Blessings.lua:2644 (official localization fallback table)	Main_Modules/NAMES_Talents_Blessings.lua:2646	localization_table	no	yes	no	yes	KEEP		ED3-NAMES-RECHECK-019	source_missing	none
Main_Modules/NAMES_Talents_Blessings.lua	275	localization_table	loc_talent_adamant_staggers_reduce_damage_taken	E7DA01492BB5E397D8F97FD4FD5CCD27786B8B0ACD584E5AAB596D45B5ED1146	8476C5B435ACD57D22EF4A64253C21E7FC93A10291431DB22BD04BBD645802B5	Main_Modules/NAMES_Talents_Blessings.lua:2657 (official localization fallback table)	Main_Modules/NAMES_Talents_Blessings.lua:2659	localization_table	no	yes	no	yes	KEEP		ED3-NAMES-RECHECK-019	source_missing	none
Main_Modules/NAMES_Talents_Blessings.lua	276	localization_table	loc_talent_adamant_elite_special_kills_reload_speed	3CADA5612D268880674BB0A1B0CBC4220B9FE93A498A67060E665D4D4B4F4537	86F6A73DDF52CD64EF9CCC5D16B74602BC505D835A17E5DAC1ECD86FE6D7B842	Main_Modules/NAMES_Talents_Blessings.lua:2662 (official localization fallback table)	Main_Modules/NAMES_Talents_Blessings.lua:2664	localization_table	no	yes	no	yes	KEEP		ED3-NAMES-RECHECK-019	source_missing	none
Main_Modules/NAMES_Talents_Blessings.lua	277	localization_table	loc_talent_adamant_sprinting_sliding	B0DA390C080F99D2B986606D4E7E475B6F6146C86E0AE2615D855CBC3296FB5D	72507ED7EE9B58C4FD23E5DF4D23A515FB0A258439223E2CEB2141AAF686D9E8	Main_Modules/NAMES_Talents_Blessings.lua:2667 (official localization fallback table)	Main_Modules/NAMES_Talents_Blessings.lua:2669	localization_table	no	yes	no	yes	KEEP		ED3-NAMES-RECHECK-019	source_missing	none
Main_Modules/NAMES_Talents_Blessings.lua	278	localization_table	loc_talent_adamant_rebreather	0DA4DC62DDDFC876FCDAEDB66BB1974001B643EC16FA4A5F270B07005169E7EC	F84CC748BF4E3D639C57DED4990D663FA74C77913F58C8AD36CBF6A283A441C0	Main_Modules/NAMES_Talents_Blessings.lua:2672 (official localization fallback table)	Main_Modules/NAMES_Talents_Blessings.lua:2674	localization_table	no	yes	no	yes	KEEP		ED3-NAMES-RECHECK-019	source_missing	none
Main_Modules/NAMES_Talents_Blessings.lua	279	localization_table	loc_talent_adamant_dodge_improvement	38D75D04E70CCB4D8C71958F9C69D57369A91C9E5787D1CE3A57D5810CF95FD8	DA9EDAA4162440FFEC4569B4CB533B41416AFD0C593BCCD5E9E1811F6B5FAFD1	Main_Modules/NAMES_Talents_Blessings.lua:2693 (official localization fallback table)	Main_Modules/NAMES_Talents_Blessings.lua:2695	localization_table	no	yes	no	yes	KEEP		ED3-NAMES-RECHECK-019	source_missing	none
Main_Modules/NAMES_Talents_Blessings.lua	280	localization_table	loc_talent_adamant_cleave_after_push	80E1A8209C60DA2D6AD61E2D8F6129C4B29A3842EA03FA16324117D3F7C5B5D1	FB3DF9A20264D5463BEAED7A96174C3266FF7F47B22900FE6FBDD6E9F68EEED6	Main_Modules/NAMES_Talents_Blessings.lua:2698 (official localization fallback table)	Main_Modules/NAMES_Talents_Blessings.lua:2700	localization_table	no	yes	no	yes	KEEP		ED3-NAMES-RECHECK-019	source_missing	none
Main_Modules/NAMES_Talents_Blessings.lua	281	localization_table	loc_talent_adamant_pinning_dog_elite_damage	32DB8105EA13EEF2E6A4366B0F87F00D61CFC2F3DE9CCC24682AF04E727C84BD	AA750157D9328818784F99686342067BA25FE0CD4CEAAEA99B787270A4845443	Main_Modules/NAMES_Talents_Blessings.lua:2703 (official localization fallback table)	Main_Modules/NAMES_Talents_Blessings.lua:2705	localization_table	no	yes	no	yes	KEEP		ED3-NAMES-RECHECK-019	source_missing	none
Main_Modules/NAMES_Talents_Blessings.lua	282	localization_table	loc_talent_adamant_crits_rend	B9597C6DA3241DDEDD9B4C104B730D19190B2E7973B1523B12B1E6724D6426D6	BD3B16905BD94DAFD99881F72ABEB0E48D1F8B9846270868B3A46EF1FBBDC837	Main_Modules/NAMES_Talents_Blessings.lua:2732 (official localization fallback table)	Main_Modules/NAMES_Talents_Blessings.lua:2734	localization_table	no	yes	no	yes	KEEP		ED3-NAMES-RECHECK-019	source_missing	none
Main_Modules/NAMES_Talents_Blessings.lua	283	localization_table	loc_talent_adamant_monster_hunter	AC2B13D95CF493005CBE7E4AC429854CB8EBE7BD640E4264E0EC3E515F3F827E	4A76AB2ABBD632E6B198E4AC4D3108F741C71D19F0BE1C2A26A317768C2F1080	Main_Modules/NAMES_Talents_Blessings.lua:2741 (official localization fallback table)	Main_Modules/NAMES_Talents_Blessings.lua:2743	localization_table	no	yes	no	yes	KEEP		ED3-NAMES-RECHECK-019	source_missing	none
Main_Modules/NAMES_Talents_Blessings.lua	284	localization_table	loc_talent_adamant_melee_attacks_on_staggered_rend	B4F1A25031B5BB599588877AAE906431156887B259B68B66734E718A7557A13F	7E2927192DCBBB5A6A9CFF85423FF70F55C472C2CD05E71DEFD630CC1B3356D9	Main_Modules/NAMES_Talents_Blessings.lua:2746 (official localization fallback table)	Main_Modules/NAMES_Talents_Blessings.lua:2748	localization_table	no	yes	no	yes	KEEP		ED3-NAMES-RECHECK-019	source_missing	none
Main_Modules/NAMES_Talents_Blessings.lua	285	localization_table	loc_talent_adamant_limit_dmg_taken_from_hits	C4DC8840B454CB25CAD84C99AFE12706A649610456BD4B65118A71FD4D121864	EF93B248CE10BA5610DAEF438405460E398CA09CB15C0C3F78D3A54A8C1DBD22	Main_Modules/NAMES_Talents_Blessings.lua:2751 (official localization fallback table)	Main_Modules/NAMES_Talents_Blessings.lua:2753	localization_table	no	yes	no	yes	KEEP		ED3-NAMES-RECHECK-019	source_missing	none
Main_Modules/WEAPONS_Blessings_Perks.lua	1	localization_table	loc_trait_melee_common_wield_increased_armored_damage_desc	8D6B337B22019929E0AED2CF314FC73A613726AE984BE6FF8D4BA8630A72929F	49E95C62280AB4A7576FCBC44EBD41BF1DA0BDEE339B6A3B9801DBC5A158E845	Main_Modules/WEAPONS_Blessings_Perks.lua:25	Main_Modules/WEAPONS_Blessings_Perks.lua:28	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-001	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	2	localization_table	loc_trait_melee_common_wield_increased_berserker_damage_desc	1DAC32DE28ED8BBB9D792604B592DA0BEFC849B0E0130703EBD5B5C1ABEDAA1F	647860D26E2141094E99A471EED630C0055D6B199A9BB6CD14DE530C5755FD4E	Main_Modules/WEAPONS_Blessings_Perks.lua:40	Main_Modules/WEAPONS_Blessings_Perks.lua:43	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-001	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	3	localization_table	loc_trait_melee_common_wield_increased_disgustingly_resilient_damage_desc	242BFE490CCA23A067D4B7C680F334D188E1B596FF08F29CBB3EC3748CDC8812	17FB892EF0BFAD70B5923EA15764B209BF6397FE3E076C264B76A3F03038115D	Main_Modules/WEAPONS_Blessings_Perks.lua:55	Main_Modules/WEAPONS_Blessings_Perks.lua:58	localization_table	no	yes	yes	yes	CHANGE	TERMINOLOGY;GRAMMAR	ED3-WEAPONS-RECHECK-001	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	4	localization_table	loc_trait_melee_common_wield_increased_resistant_damage_desc	E42D8045DA4642B6CA88243B18FBD63E1F38B9292BEF4D7588FA665120023578	695011108B306C5631EF8CD2C2E25E9D4F4356C74081EE72C29E90AF04867D6C	Main_Modules/WEAPONS_Blessings_Perks.lua:70	Main_Modules/WEAPONS_Blessings_Perks.lua:73	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-001	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	5	localization_table	loc_trait_melee_common_wield_increased_super_armor_damage_desc	919D0A81F9912B969D8F7F12FD85504A15FCF3AB5F1C9DCB16BDEF21EEBD7446	E32B665133B6E0B004E47F43FB2CE1640869676611EC518C63874F75BDA252BD	Main_Modules/WEAPONS_Blessings_Perks.lua:85	Main_Modules/WEAPONS_Blessings_Perks.lua:88	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-001	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	6	localization_table	loc_trait_melee_common_wield_increased_unarmored_damage_desc	B5A99F960506D1ACA14B1D4164BBF52E71F59CE17C0F1F42CF0CB2D6FE014A57	31720197F40D57E6AC07E20FA20B6CB10678AAED4AD3D2913846CE1748058B41	Main_Modules/WEAPONS_Blessings_Perks.lua:100	Main_Modules/WEAPONS_Blessings_Perks.lua:103	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-001	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	7	localization_table	loc_trait_melee_common_wield_increase_critical_hit_chance_desc	DDDC8B1B0DF3E39BC7607D5CB088654B8C12BACC3567711607729D78C005D97A	5A73D1696C3D221602CB04B57717CB4C282BC02D8F5A9091F48139F6D65C97C7	Main_Modules/WEAPONS_Blessings_Perks.lua:115	Main_Modules/WEAPONS_Blessings_Perks.lua:118	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-001	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	8	localization_table	loc_trait_melee_common_wield_wield_increase_critical_strike_damage_desc	92D543B7A9B4059D9DE9DA1C4FE2C2216CA0788C77F0BB8E03B4AD036F7D9ADA	DDF89AA1A4D84D27A7787004D49DB42959EEAD5A1CA6025E8673904783D8CBAC	Main_Modules/WEAPONS_Blessings_Perks.lua:130	Main_Modules/WEAPONS_Blessings_Perks.lua:133	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-001	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	9	localization_table	loc_trait_melee_common_wield_increase_horde_enemy_damage_desc	EFAA693990D00955712E68FB4ADF19D7CDE093B0C2BB4D8D7DEB3B8BC0627497	39CE380CBB14C57D207B593A94148A9D06861E5EDAD40A55188551ED7F979BB9	Main_Modules/WEAPONS_Blessings_Perks.lua:145	Main_Modules/WEAPONS_Blessings_Perks.lua:148	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-001	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	10	localization_table	loc_trait_melee_common_wield_increase_elite_enemy_damage_desc	1A36E3DEFA0C61D1473BE26330B4C51A56B8AA74F91A079DBF0ED97C44EFE280	C96CBDECC213049E016E1AE8FDB5D37AAC77340EF241112EEC71F8AB9411C4B3	Main_Modules/WEAPONS_Blessings_Perks.lua:160	Main_Modules/WEAPONS_Blessings_Perks.lua:163	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-001	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	11	localization_table	loc_trait_melee_common_wield_increase_special_enemy_damage_desc	D15701118C3997506B070DC9084016F0D243CC22B2339BBB9047831420DEB0C6	A156CB8DCE4F1F2DE040F5F91E509B32AD79E3973F9CDDC14691A8D73227EF3A	Main_Modules/WEAPONS_Blessings_Perks.lua:175	Main_Modules/WEAPONS_Blessings_Perks.lua:178	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-001	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	12	localization_table	loc_trait_melee_common_wield_increase_stamina_desc	8EB0E4387260694CB9318FF01D7679326032A20CA7274479E63AF3D94B4D0F3C	A692C7D8DCD1C49FD1187083EABBDA0B8793F74B7E06922DD3FF4CD5E54343F0	Main_Modules/WEAPONS_Blessings_Perks.lua:190	Main_Modules/WEAPONS_Blessings_Perks.lua:193	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-001	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	13	localization_table	loc_trait_melee_common_wield_increase_weakspot_damage_desc	21D7D84FD6EE99DD142D93AEFC1093A090E97BCA3E13C3D83E22C5674D1F7C94	4AC13BE3C698A79BAC88EE5FB2B2D7EEC287C1C87B53DACCE3DDB080A6505DFF	Main_Modules/WEAPONS_Blessings_Perks.lua:205	Main_Modules/WEAPONS_Blessings_Perks.lua:208	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-001	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	14	localization_table	loc_trait_melee_common_wield_reduce_block_cost_desc	A43ED5286396EDCCD5EF1150AA46FE442063D1F96E6EC7D30DF0AC5CC435DFDD	B388DF2DC4E537E0AEC42FF0B7E7EE824C90413D7B38C505A8E3664F92AB3C2A	Main_Modules/WEAPONS_Blessings_Perks.lua:220	Main_Modules/WEAPONS_Blessings_Perks.lua:223	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-001	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	15	localization_table	loc_gadget_sprint_cost_reduction_desc	6DB7AD1DB4508F27B930D0CAFFB7E16725A14B406D90E580D296B9D28B5B5424	8224821DB6132747E74F17FED9B4B395A70471F98A01C1C1AA29702DA02BE158	Main_Modules/WEAPONS_Blessings_Perks.lua:235	Main_Modules/WEAPONS_Blessings_Perks.lua:238	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-001	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	16	localization_table	loc_trait_ranged_common_wield_armored_damage_desc	8D6B337B22019929E0AED2CF314FC73A613726AE984BE6FF8D4BA8630A72929F	49E95C62280AB4A7576FCBC44EBD41BF1DA0BDEE339B6A3B9801DBC5A158E845	Main_Modules/WEAPONS_Blessings_Perks.lua:252	Main_Modules/WEAPONS_Blessings_Perks.lua:255	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-002	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	17	localization_table	loc_trait_ranged_common_wield_berserker_damage_desc	1DAC32DE28ED8BBB9D792604B592DA0BEFC849B0E0130703EBD5B5C1ABEDAA1F	647860D26E2141094E99A471EED630C0055D6B199A9BB6CD14DE530C5755FD4E	Main_Modules/WEAPONS_Blessings_Perks.lua:267	Main_Modules/WEAPONS_Blessings_Perks.lua:270	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-002	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	18	localization_table	loc_trait_ranged_common_wield_disgustinglyresilient_damage_desc	242BFE490CCA23A067D4B7C680F334D188E1B596FF08F29CBB3EC3748CDC8812	17FB892EF0BFAD70B5923EA15764B209BF6397FE3E076C264B76A3F03038115D	Main_Modules/WEAPONS_Blessings_Perks.lua:282	Main_Modules/WEAPONS_Blessings_Perks.lua:285	localization_table	no	yes	yes	yes	CHANGE	TERMINOLOGY;GRAMMAR	ED3-WEAPONS-RECHECK-002	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	19	localization_table	loc_trait_ranged_common_wield_resistant_damage_desc	E42D8045DA4642B6CA88243B18FBD63E1F38B9292BEF4D7588FA665120023578	695011108B306C5631EF8CD2C2E25E9D4F4356C74081EE72C29E90AF04867D6C	Main_Modules/WEAPONS_Blessings_Perks.lua:297	Main_Modules/WEAPONS_Blessings_Perks.lua:300	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-002	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	20	localization_table	loc_trait_ranged_common_wield_superarmor_damage_desc	919D0A81F9912B969D8F7F12FD85504A15FCF3AB5F1C9DCB16BDEF21EEBD7446	E32B665133B6E0B004E47F43FB2CE1640869676611EC518C63874F75BDA252BD	Main_Modules/WEAPONS_Blessings_Perks.lua:312	Main_Modules/WEAPONS_Blessings_Perks.lua:315	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-002	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	21	localization_table	loc_trait_ranged_common_wield_unarmored_damage_desc	B5A99F960506D1ACA14B1D4164BBF52E71F59CE17C0F1F42CF0CB2D6FE014A57	31720197F40D57E6AC07E20FA20B6CB10678AAED4AD3D2913846CE1748058B41	Main_Modules/WEAPONS_Blessings_Perks.lua:327	Main_Modules/WEAPONS_Blessings_Perks.lua:330	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-002	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	22	localization_table	loc_trait_ranged_common_wield_increase_crit_chance_desc	F7FB17A2AFC0654F0FACE78F27F1FBD77F62BA207326ABF6A7C24606D68AE5C7	9DD3B27926839F099CF41D3B0E7C73DA8DA1C2CCD4E88AA7B95C64A98EA56C07	Main_Modules/WEAPONS_Blessings_Perks.lua:342	Main_Modules/WEAPONS_Blessings_Perks.lua:345	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-002	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	23	localization_table	loc_trait_ranged_common_wield_wield_increase_critical_strike_damage_desc	10FED323C7077D3B5796EDD0849FB8B2823ACF76533FD71B8110AA062E5DD232	C6EB23A3EEAFEAB5DAE633D845F85E60FEE9A9538156351814C48132DD8DB56D	Main_Modules/WEAPONS_Blessings_Perks.lua:357	Main_Modules/WEAPONS_Blessings_Perks.lua:360	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-002	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	24	localization_table	loc_trait_ranged_common_wield_increase_elite_enemy_damage_desc	82ABF9D42EF34F89E9D9BDCE19B8EE9F8E520B367FA059D1C7EB1B07089B1021	5AB17B0D75A65D2B6B7C0DE01818F030C7047E0F8C374C2D38E1BE14D62FED74	Main_Modules/WEAPONS_Blessings_Perks.lua:372	Main_Modules/WEAPONS_Blessings_Perks.lua:375	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-002	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	25	localization_table	loc_trait_ranged_common_wield_increase_horde_enemy_damage_desc	31390F10174BCD93C6355A93F9C0DE8B7DF1BAF0AAE9010048B26B4D24DAEA28	B007BD5B6B59F2333ADA9C065FAC3CD569870616992A11C4C6EB516FB5E8C6C8	Main_Modules/WEAPONS_Blessings_Perks.lua:387	Main_Modules/WEAPONS_Blessings_Perks.lua:390	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-002	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	26	localization_table	loc_trait_ranged_common_wield_increase_special_enemy_damage_desc	6F1AB3880A19B34CC12178860E8AFB88697CF1F03DC5C64EFE1B132FC73CEC97	7729DE59E5D56D97FBAF5B74E708619188669CB9FDB5BBC25758C711537569E2	Main_Modules/WEAPONS_Blessings_Perks.lua:402	Main_Modules/WEAPONS_Blessings_Perks.lua:405	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-002	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	27	localization_table	loc_trait_ranged_common_wield_increase_stamina_desc	A38CDFC9F21C9AF139EFA6B6DE9EBA9F1F792F31087450B301828D58AA1B0084	F644E2D21049B298DB5E21481D8F764BFCDAFB58B35DF7A1DDEFBF4B88EE03B1	Main_Modules/WEAPONS_Blessings_Perks.lua:417	Main_Modules/WEAPONS_Blessings_Perks.lua:420	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-002	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	28	localization_table	loc_trait_ranged_common_wield_increase_weakspot_damage_desc	D3BF1D3A43F45D3CBFAF6789AA912E0A06D1F4D3E4B672EC46E7B5A326586B87	F7E265E5249C9D366380D14FBC20A1ACA202B92982DC60D279597E21C65BFED8	Main_Modules/WEAPONS_Blessings_Perks.lua:432	Main_Modules/WEAPONS_Blessings_Perks.lua:435	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-002	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	29	localization_table	loc_trait_ranged_common_wield_increase_reload_speed_desc	2498C6FBD1DA6D685EB209EE59A31F22727421BCF2EACD2BB035ADC61D0C1B11	E91149E4BDA0E70370EBAB2565BF7D9C688B5342B5F82677E8BB3050B15680DC	Main_Modules/WEAPONS_Blessings_Perks.lua:447	Main_Modules/WEAPONS_Blessings_Perks.lua:450	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-002	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	30	localization_table	loc_trait_bespoke_melee_rending_vs_staggered_desc	763BB83AC1EEBEB5E660F0D64215464FBA302F626513B731751B95680E5AC71B	FFBD4AC839D7AF59355F85C40A8527520B812B0874B15E0DECD7426787DAB23A	Main_Modules/WEAPONS_Blessings_Perks.lua:468	Main_Modules/WEAPONS_Blessings_Perks.lua:474	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-002	match	resolved
Main_Modules/WEAPONS_Blessings_Perks.lua	31	localization_table	loc_trait_bespoke_bleed_on_activated_hit_desc	A0BCCA69E87992BED52BAF48709C9123DE696F4CF64FA5EF755F6CD682CA7603	07FA3A6748DE0657C7D125CB54E9B612B8B4DCCA46FFB968CEC2E8E8C6A54094	Main_Modules/WEAPONS_Blessings_Perks.lua:499	Main_Modules/WEAPONS_Blessings_Perks.lua:506	localization_table	no	yes	yes	yes	KEEP		ED3-WEAPONS-RECHECK-003	match	resolved
